,user,location,verified,followers,content,polarity
1182,nesrinozturrk,İstanbul,FALSE,29,"Test &amp; Recognise - Flume Edit - Seekae, Flume https://t.co/s20A21fbmt #NowPlaying",
878,jasonrz,lost in yesterday,FALSE,28,This new Flume and Toro y Moi,0.136363636
87,naishakumar,,FALSE,27,"@n00dlecab00dle Omg meeeee I fucking love himm
My favourite song is Flume",0.5
1246,jaimeowww,"St Petersburg, FL",FALSE,27,"alright spotify, you’re usually on point but what is this mix of flume, die antwoord, and drake? https://t.co/Be4v14SrSa",-0.25
331,whosPleasant,,FALSE,27,The girl in the airpod pro ad straight killed it #flume,
348,grossstupid,"New York, NY",FALSE,26,public apology to perfume genius i didnt listen to him for the longest time bc i thought he was just twink flume my bad,-0.35
572,choosegoose28,SAC// LA// NY,FALSE,26,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/ArxT9tCQ61 via @YouTube,
573,choosegoose28,SAC// LA// NY,FALSE,26,"And it all comes rushing back, rushing back, And it all comes rushing back, rushing back
Flume - Rushing Back feat.… https://t.co/HosInihhie",
652,dhamma_official,United States,FALSE,26,Flume,
350,sojamelkje,,FALSE,25,Thank God for Flume and Toro y Moi 🥺♥️ https://t.co/jopvGHJs19,
420,LFOD_Radio,"New Hampshire, USA",FALSE,25,LFOD - Pi Radio is playing On Planets - Flume - #LFOD #LFODPiRadio #Music #tunein,
1095,arrobadi,"São Paulo, Brasil",FALSE,25,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/LanwtdVXni via @YouTube,
654,kianwashere,The Upside Down,FALSE,24,"I shouldn't be surprised at a Toro y Moi and Flume collab being absolute fire, but that's exactly what it is and I needed to point it out.",0.183333333
390,gomez_dgp,41.23 N 2.11 E,FALSE,24,Flume feat. Toro y Moi - The Difference https://t.co/w0VCuMSUBD,
554,ArixTheArix,Tashy 147,FALSE,23,@90s_Flume Anyways stan Alister Black https://t.co/tlRhqFbUEw,-0.166666667
584,ArixTheArix,Tashy 147,FALSE,23,@90s_Flume No you die https://t.co/a18hZewJFs,
587,ArixTheArix,Tashy 147,FALSE,23,@90s_Flume Let her,
536,EpicNewsWorld,,FALSE,22,"Flume enlists Toro y Moi for new song, ‘The Difference’ https://t.co/FWxCDHYm6b https://t.co/HV4i9QJcn5",0.136363636
447,BiosContrast,Exploring,FALSE,22,"Flume - The Difference (Bios Contrast Remix) Out Now
https://t.co/lFrp7zbfLT
@BiosContrast
@flumemusic 
@ToroyMoi https://t.co/CjyMYGkdnt",
636,Redrodeoboi,"Norfolk, VA",FALSE,22,@laureenw_ Flume?????,
638,Redrodeoboi,"Norfolk, VA",FALSE,22,@laureenw_ Flume?,
993,Thatonebitch969,Sin City Baby,FALSE,22,😭♥️ flume ♥️😭,
328,eachdayssong,some aws server,FALSE,20,"yesterday, march 11, 2020, @cszechy listened to The Difference by Flume 2 times. yikes dude, get a grip. i can't fi… https://t.co/GJll1nvN9o",
1155,gmprayertrain,Ghana,FALSE,20,Flume – The Difference Lyrics https://t.co/grjQv0BnZH https://t.co/yCtsT7GcrN,
169,quasimattmusic,,FALSE,19,"I'm listening to Voices by Flume, SOPHIE, and KUČKA from Hi This Is Flume (Mixtape). Any questions? https://t.co/yS0Web9J3n",
163,CarmeloOwens01,"Oslo, Norway",FALSE,18,@NickHammer34 Flume and Toro Y Moi Share New Song “The Difference”: Listen https://t.co/zFGsyC4LoG,0.136363636
936,ryankage,Michigan,FALSE,18,"2 of my favorites and it's only 2:20. A bit disappointed. Watch ""Flume feat. Toro y Moi - The Difference (Official… https://t.co/5hY8WEqpcr",-0.375
84,SnatcherInThePi,"Rhymney, Wales",FALSE,18,A Flume With a Ballyhoo by E. M. Forster,
463,TripBMktg,,FALSE,17,Watch the Serenely Trippy Video for the Flume &amp; Toro Y Moi’s ‘The Difference’ https://t.co/BfwIMl4vtz #celebrities… https://t.co/WlcPrX1iuB,
1131,EpicCollaborat1,⬇ Artists in the bot,FALSE,15,To be released: Shanna Kress and Flume,
216,NoContextThomas,,FALSE,14,"One time this little kid came up to me that looked like my boy and said ""Dad?"" but I knew that little shit was lyin… https://t.co/2LNwdQKnF9",-0.191666667
280,kaiju_carver,"California, USA",FALSE,14,"Flume and Toro Y Moi? Wha?
https://t.co/LdurRidCiG",
1080,leahthirls,,FALSE,13,#flume new song is fucking banging 🤩🤩,-0.231818182
851,nottherealadamb,,FALSE,13,@ITSDJPNDA @Sydnie534 you for illenium/flume at buku,
1072,leahthirls,,FALSE,13,all i see is flume 👁👄👁 https://t.co/xVYIKS6D0C,
688,thehuskyspamm,,FALSE,12,"@Genius Uhhhhhh Desiigner - Tiimmy Turner, Flume - Dreamtime and Kanye and Jay z - lift off",
197,Simwizz,"Birmingham, England",FALSE,11,@altontowers 10 mins. I guess the log flume had one of the longest ride times it was great.,0.8
621,ImARealDonkey,Mississippi ,FALSE,11,@rileybarber8 @ALinh966 I admit I came in a bit strong but Alexis was very nice and my last tweet was sincere. As f… https://t.co/Xr5aogvhGY,0.428333333
1157,NMEB3official,United Kingdom,FALSE,11,NEW FLUME TODAY WOOOOOOOOO,0.136363636
1238,CaptainSWC,"Seattle, WA",FALSE,10,@juliephayer I always liked the Dynamite Dunes. Would always build a log flume ride there.,0.6
395,Tinosoul__,"Bay Area, CA",FALSE,10,"New Toro y Moi song with Flume is litro 🔥🌟🕺🏾

https://t.co/kh5EZRaped",0.136363636
1189,RavenshimmersOG,"Longview, WA",FALSE,10,Flume - Insane feat. Moon Holiday (Official Music Video) https://t.co/I4u1cwUHFw via @YouTube,-1
527,archaiccx,somewhere west,FALSE,10,Flume doesn’t miss,
1164,dianasfile,Fillory,FALSE,10,Listening to Flume makes me feel like a fairy on acid,
258,gregdonatello,,FALSE,7,I saw Toro y Moi and Flume and knew it was going to be a major song of the summer,0.0625
219,Hottest100,,FALSE,7,"Sally (Thundamentals) and Say It (Flume) makes this 3.

No. 8 in 2017 and 2016 respectively. 

Also the second time… https://t.co/EhMz6N4ONq",
1119,lzrd_brains,Guatemala,FALSE,7,Flume Announces “Flume &amp; Friends” 3-Day Red Rocks Takeover https://t.co/ndq8vaP9x3 https://t.co/aOFCmVXX5z,
712,FlashbackMbm,,FALSE,6,"In even bigger news.. Flume’s dog Percy, aka Lil Fried Chicken, makes an appearance in the video 🥺",-0.3
1142,Inka_Dageryager,"Miami Beach, Fl",FALSE,6,Flume &amp; Chet Faker - Drop the Game [Official Music Video] https://t.co/2OSALPoAsm via @YouTube,-0.4
807,freakboy_music,lil peep †,FALSE,6,Flume Shares Anticipated Toro Y Moi Collaboration “The Difference” https://t.co/94QCuHVYEO https://t.co/U0jCSwI5bj,
945,flumeandflume,,FALSE,5,"thank you @flume for the song, loving it already",0.6
1103,angguon,,FALSE,5,Flume - Flume feat. Toro y Moi - The Difference (Official Music Video) - https://t.co/rcQdBk8e2z,
1185,beansensei69,,FALSE,5,You &amp; Me -Flume remix will ALWAYS hit different.,
104,Chr15tianH,"Perth, Western Australia",FALSE,4,That #triplej 200-101 was so good! The biggest surprises were Dance Monkey coming in at 182 after being 4 in the co… https://t.co/KoMB9XQgNW,0.325
768,Enrique_music21,,FALSE,4,@flume just dropped a drum and bass track 👀 #dnb2020,-0.15
147,FredFirst1,,FALSE,4,David Wilkie has not the balls; to demolish these walls; he comes when the sun calls; we like the scarce costume; and Blackpool's Log Flume,
401,queesardin,,FALSE,3,"Liked on Spotify: ""The Difference"" by Flume, Toro y Moi https://t.co/vPY5nz8BXT https://t.co/ClKETAnvdA",0.6
400,queesardin,,FALSE,3,"Liked on Spotify: ""Take A Chance"" by Flume, Little Dragon https://t.co/67MOqQ6wl7 https://t.co/z9XojBwDjn",0.20625
26,Scifi_SpaceTech,earth,FALSE,3,"The Bobe Socket is plugged into a Mu, and also piped though Flume-XX-76, much like the ""Xandra Plank"".",0.2
243,Qwers18067153,Japan,FALSE,3,Flume feat. Toro y Moi - The Difference (Official Music Video) - BEAT https://t.co/qvb886Fe2L https://t.co/F5sWLYxgbF,
474,SochiJunglist,"Сочи, Россия",FALSE,3,@killthenoise Flume: challenge accepted,
1110,Scifi_SpaceTech,earth,FALSE,3,"The -REDACTED- is wired to the Flume Containment, and also run into the 2f, this is Artemis's 10th law of Laws.",
979,pirate_b_radio,,FALSE,2,"Flume feat. Toro y Moi - The Difference
https://t.co/qOptpL5hzT
#forbeamfm",
1124,AydinVance,In my house,FALSE,1,"My new single MODERN LIFE OUT now, go check it out Links in bio. (P.S thanks 🙏🏽 for 100+ views on THIS IS WHAT I WA… https://t.co/jrfFmchwMX",0.116233766
684,WomenSelfcare,,FALSE,0,"• Higher love - Kygo, Whitney Houston

• River - Bishop Briggs

• Never be like you - Flume, Kai

• Pills &amp; Potions… https://t.co/QowsfGFB5b",0.375
